33.662,1.7039,42.007,5.0588,15.344,10.718,5.9555,13.039,13.091,43.854,20.662,30.234,8.2683,25.92,30.036,2.0266,15.325,15.569,35.759,39.786,12.654,36.822,10.138,32.633,27.155,23.078,21.446,36.768,19.329,34.529,
29.662,5.7039,38.007,2.5968,14.425,14.718,9.9555,13.428,15.054,39.854,17.792,26.234,12.268,21.92,26.036,6.0266,12.706,11.569,31.759,35.786,16.231,32.822,14.138,28.633,23.155,19.078,17.446,32.768,15.329,30.529,
25.662,7.9003,34.007,6.5968,10.425,14.969,13.71,12.085,14.701,35.854,13.792,22.234,9.6796,17.92,22.036,2.8969,10.388,9.3106,27.759,31.786,17.886,28.822,16.492,24.633,19.305,17.361,13.446,28.768,11.329,26.529,
21.662,11.9,30.007,9.8488,10.19,14.18,16.701,12.23,11.807,31.854,15.678,18.234,10.476,20.783,26.036,6.8969,12.609,8.827,23.759,35.373,13.886,24.822,12.492,20.633,15.4,21.361,9.6254,24.768,10.122,27.056,
17.662,15.402,26.007,5.8488,14.19,12.305,18.676,13.402,14.151,27.854,16.476,14.234,11.447,16.783,22.036,10.897,14.54,12.827,19.802,31.373,9.8857,20.822,10.301,16.633,11.4,25.361,13.625,20.768,9.106,23.168,
13.662,17.993,22.007,1.8488,10.706,8.3051,14.676,13.351,15.479,23.854,12.476,13.839,10.304,12.783,22.757,6.8969,14.666,8.827,15.802,29.328,12.656,16.822,8.4118,12.633,7.3999,21.361,16.16,16.768,10.316,19.168,
9.6618,16.824,18.007,4.3488,7.9522,10.434,10.676,9.3511,12.121,19.854,9.0422,12.33,11.534,8.7826,26.757,2.8969,12.836,5.6868,11.802,25.328,11.408,12.822,10.417,10.176,7.296,20.737,12.16,12.768,10.847,15.168,
6.4758,12.824,14.007,3.8283,11.952,12.045,6.8058,10.848,9.852,15.854,7.7193,8.3301,11.763,11.562,22.757,6.8969,8.836,8.5099,8.2681,21.328,9.4241,8.8223,11.818,8.1288,11.296,16.737,8.7171,8.7684,10.711,11.168,
7.1316,8.8241,10.007,7.8283,12.852,10.801,8.8416,14.767,13.852,11.854,11.719,10.963,9.9756,11.813,18.757,3.5641,12.357,12.51,11.555,17.328,10.653,12.822,10.141,8.7518,14.547,12.737,9.6969,12.768,10.064,13.503,
9.9662,8.0938,8.3444,11.828,11.888,9.3554,12.842,14.566,10.882,12.096,12.032,14.963,8.6357,10.984,22.757,1,15.261,8.5099,12.378,21.328,12.762,15.009,8.7443,9.2632,12.335,16.737,13.194,10.8,10.237,15.009,
11.236,8.646,12.344,8.613,7.8885,8.4079,15.554,11.438,10.103,8.0962,10.455,17.454,10.206,8.5413,25.55,5,16.481,5.6555,10.151,25.328,10.242,11.009,7.5924,8.5944,8.3349,20.737,13.782,6.8943,10.072,12.663,
9.2585,9.1552,16.344,4.613,10.067,11.237,11.554,8.3194,14.103,8.1748,8.6483,14.99,10.381,7.584,23.73,9,12.481,9.6555,11.232,21.328,8.9724,7.0088,8.2635,8.1597,11.428,16.737,11.873,4.4735,10.485,10.596,
