446.33,347.47,490.7,237.5,293.36,463.94,448.64,500,500,340.34,456.85,458.24,479.89,382.01,443.51,238.2,477.17,477.98,288.35,209.98,492.22,482.36,368.42,444.5,393.65,340.37,366.83,458.27,500,399.5,
476.33,377.47,500,259.44,323.36,493.94,478.64,500,500,370.34,476.52,474.08,476.08,412.01,472.8,268.2,500,500,318.35,239.98,500,500,398.42,474.5,423.65,370.37,396.83,478.01,500,429.5,
500,407.47,500,289.44,293.36,500,500,500,500,400.34,500,500,486.29,442.01,496.75,273.15,500,500,348.35,269.98,500,500,428.42,500,452.46,400.37,426.83,498.9,500,459.5,
500,437.47,500,319.44,323.36,500,500,500,500,430.34,482.5,500,500,425.38,466.75,303.15,500,500,378.35,299.98,500,500,458.42,500,481.49,370.37,456.83,500,500,451.13,
500,465.5,500,289.44,353.36,500,500,500,500,460.34,472.08,500,500,455.38,436.75,333.15,500,500,408.35,329.98,500,500,488.42,500,470.13,340.37,478.43,500,500,453.52,
500,491.6,500,259.44,383.36,496.89,500,500,500,490.34,494.06,500,497.13,485.38,424.51,363.15,500,499.31,438.35,308.85,500,500,500,500,491.21,370.37,499.81,492.04,488.7,462.46,
495.08,500,500,289.44,413.36,494.47,482.62,484.84,500,500,500,500,496.23,500,415.54,333.15,500,496.65,468.35,338.85,484.23,492.73,499.94,483.59,492.4,367.65,469.81,481.25,482.97,484.61,
488.79,472.2,494.95,279.72,443.36,483.6,475.33,490.31,488.93,487.16,500,483.73,490.31,488.81,445.54,363.15,493.58,487.15,495.7,368.85,486.93,478.61,470.12,471.04,464.81,397.65,444.91,478.91,483.96,500,
483.68,470.21,478.4,309.72,473.36,488.22,486.93,500,500,478.28,491.83,487.05,482.78,477.74,475.54,333.15,493.65,491.25,479.04,398.85,498.09,495.16,479.52,472.25,443.01,427.65,474.91,481.77,476.7,470,
489.63,486.93,472.21,339.72,483.67,498.69,480.77,500,475.1,483.4,461.83,500,473.59,478.83,445.54,303.15,500,500,450.12,368.85,492.65,498.59,487.35,487.62,461.53,424.69,500,491.5,489.39,446.62,
492.55,500,500,369.72,499.03,499.53,476.63,498.08,469.64,495.14,470.65,500,500,500,424.61,333.15,500,485.54,460.15,338.85,482.53,480.95,493.81,472.25,491.53,394.69,500,493.67,488.68,456.2,
488.35,494.2,500,373.67,490.68,485.07,500,495.55,499.64,497,487.23,500,500,500,454.61,363.15,495.31,500,488.27,368.85,486.92,483.38,492.81,462.46,473,381.36,493.68,495.64,483.9,465.65,
494.84,489.5,498.67,384.57,490.37,495.59,500,496.56,500,495.11,500,500,500,486.04,484.61,372.67,493.83,500,489.01,398.85,499.34,489.81,491.61,492.46,488.1,411.36,463.68,495.7,492.35,482.31,
496.26,490.79,494.9,354.57,491.24,500,500,499.08,500,488.95,496.36,494.61,497.24,475.61,454.61,357.91,500,500,480.43,368.85,500,487.98,490.19,500,496.06,441.36,492.84,491.67,496.06,469.94,
493.73,498.25,490.67,324.57,490.26,498.17,491.47,487.32,500,495.17,492.73,496.05,494.77,492.57,424.61,327.91,500,498.31,467.94,338.85,487.5,492.55,496.96,500,493.57,471.36,490.35,489.62,497.49,499.94,
484.2,500,489.44,354.57,495.47,490.3,500,491.92,488.36,498.64,480.1,497.03,491.39,500,447.36,357.91,497.31,492.12,481.43,308.85,475.9,477.36,476.23,500,463.57,441.36,462.61,486.72,481.99,490.5,
466.31,472.21,487.62,384.57,468.66,482.17,482.52,492.11,471.32,468.64,464.36,467.73,473.08,470,419.09,387.91,467.31,477.01,491.58,338.85,488.9,465.19,460.07,470,460.64,411.36,492.61,466.21,479.06,460.5,
458.55,455.71,480.47,354.57,477,475,495.46,480.71,493.27,474.94,494.36,481.36,496.52,492.86,440.95,393.35,497.31,479.88,482.98,368.85,498.16,462.71,490.07,458.83,486.95,398.54,500,496.21,500,490.5,
488.55,485.71,477.71,369.34,500,500,500,498.46,500,500,500,500,500,500,428.57,423.35,500,500,480.8,338.85,474.6,492.71,500,488.83,500,428.54,500,500,500,500,
494.47,500,487.05,339.34,500,500,500,500,475.35,500,486.88,500,494.78,500,458.57,393.35,500,497.44,487.66,368.85,495.12,500,496.42,500,498.82,402.59,484.6,492.09,493.71,500,
464.47,485.21,492.85,309.34,500,491.43,497.96,495.24,476.07,486.66,477.36,481.11,470.53,478.54,428.57,387.88,470,489.49,484.42,398.85,500,492.09,466.42,496.77,468.82,420.19,472.74,466.95,491.03,500,
450.99,465.23,483.27,279.34,479.37,487.47,484.02,465.38,482.73,500,483.96,467.08,500,490.59,458.57,417.88,472.66,482.16,483.59,428.85,477.11,477.36,463.27,469.36,470.11,390.19,466.71,496.95,499.25,475.77,
480.99,463.02,474.77,309.34,500,485.88,500,479.97,479.17,487.59,490.29,462.96,484.06,488.54,483.89,447.88,500,478.67,485.27,398.85,462.77,473.46,493.27,499.36,500,360.19,496.71,500,477.26,500,
