24.528,12.201,26.504,4.5539,6.0706,7.1929,14.508,13.042,14.643,10.887,26.875,9.3031,19.187,10.854,11.105,14.994,10.443,5.1136,4.464,4.7337,15.246,5.4587,14.07,10.716,13.11,9.9421,17.397,11.993,20.376,9.7377,
21.528,13.842,23.504,7.5539,9.0706,6.4222,11.508,13.729,11.643,11.328,23.875,12.303,16.187,9.8794,13.767,12.221,11.978,8.1136,7.464,7.7337,12.246,8.4587,11.07,8.233,10.11,12.942,14.397,12.598,17.376,8.4813,
18.528,10.842,20.504,10.554,12.071,4.0961,8.5082,10.729,8.6431,11.475,20.875,12.841,13.187,9.0416,13.625,9.2212,10.237,11.114,10.464,10.734,11.498,11.459,8.0702,6.6241,7.4552,9.9421,11.397,12.956,18.195,7.4557,
15.528,7.8419,17.504,13.063,11.492,7.0961,8.1313,7.7639,8.3183,8.4747,17.875,15.841,16.187,12.042,15.448,12.221,13.237,14.114,13.464,13.734,14.498,14.293,9.6168,7.2985,10.455,7.6127,8.7552,9.9563,15.195,7.545,
12.528,8.2842,14.504,11.204,10.906,10.096,9.7354,7.0989,9.0158,11.353,14.875,12.982,19.187,11.903,12.448,9.972,12.229,12.196,12.461,14.71,17.498,11.598,11.143,8.5065,13.455,10.613,7.1987,11.205,12.195,10.135,
9.5279,8.6835,11.504,9.8421,11.135,13.096,11.956,10.099,12.016,13.836,16.776,9.9815,20.531,8.9033,11.967,8.8756,10.467,10.182,12.317,11.71,14.498,9.1701,12.877,9.7948,11.839,13.613,10.199,12.5,14.356,12.806,
8.811,11.452,8.966,8.9607,11.655,15.08,12.754,13.099,10.172,12.117,17.996,8.2939,17.531,9.9042,11.535,8.7755,10.932,11.619,10.467,10.585,11.498,11.364,13.772,11.566,9.3847,11.036,13.199,12.013,11.989,13.123,
11.811,13.751,11.329,11.45,10.589,16.273,12.946,12.39,9.6077,9.1171,17.465,11.294,14.531,12.904,11.403,11.775,11.873,12.414,12.658,13.585,12.884,13.205,11.818,8.5657,10.303,9.0026,13.803,11.381,9.5876,12.705,
13.475,14.495,14.329,13.456,11.465,13.273,11.179,11.761,11.954,8.1553,14.465,13.916,16.101,15.283,11.217,11.998,11.242,10.86,12.552,12.579,14.031,10.205,9.364,10.086,12.625,9.6216,13.145,12.302,9.4348,10.744,
11.877,11.495,13.444,14.53,11.971,10.273,9.9864,11.498,10.211,11.155,11.465,11.283,13.238,12.827,12.129,10.806,10.913,10.538,11.925,10.02,14.537,10.449,12.364,11.452,13.817,12.622,10.145,11.878,10.631,9.6971,
9.7686,13.677,10.444,11.53,10.448,8.0973,11.437,11.215,10.697,13.689,9.0036,9.233,10.238,13.181,11.682,9.6308,10.856,12.109,11.458,8.9033,14.522,11.34,14.613,11.878,10.817,12.515,8.3621,10.699,12.284,9.2238,
12.769,12.271,11.097,8.9081,10.667,7.2985,12.528,11.695,11.24,10.689,12.004,11.587,13.238,13.114,11.824,8.8312,11.445,12.871,11.997,8.1226,11.522,10.736,11.613,11.27,7.9122,11.367,10.411,11.347,12.315,12.224,
