4.709,3.7657,0.67385,2.1758,3.207,2.5441,3.7636,55.793,4.35,8.2158,2.296,3.2439,1.0102,0.061144,2.6085,2.5155,29.448,1.946,55.24,0.6416,3.6697,0.81631,1.3004,0.47978,1.2112,2.3893,2.3579,3.0277,4.0213,3.117,
4.1826,3.26,1.0304,0.39165,1.7856,2.1319,3.3674,3.2092,3.6506,3.1404,1.0938,2.8769,1.703,1.6331,3.6293,2.2685,0.062546,1.6901,3.2268,0.76294,3.1535,0.013121,0.29649,5.1604,2.739,0.98277,1.7969,2.9933,3.6316,2.4511,
3.5728,2.7409,0.39245,0.4044,0.24976,1.9461,2.9078,2.5325,2.9263,0.088075,0.75363,2.6934,0.4979,0.13151,3.2957,0.88779,0.38481,1.538,2.5481,0.89763,3.2242,0.41073,0.040204,0.19814,2.658,0.16507,1.1357,3.1166,2.8587,1.7984,
3.2238,2.4049,0.022395,0.34364,7.0035,3.0625,2.498,2.0059,2.282,0.22646,16.532,2.7102,3.3378,0.27489,2.5299,0.013414,0.041383,1.5012,2.6938,0.50946,2.7914,0.34276,0.74306,0.85878,1.3925,0.18634,0.6922,2.9088,2.1051,1.0654,
2.5945,2.0054,0.050046,0.11182,0.050362,2.8229,2.1492,1.8398,1.8113,0.19923,0.058149,2.2832,0.29621,0.027646,1.7314,14.946,14.754,1.3701,2.0919,0.16602,2.3441,0.48352,0.10601,0.48687,0.93334,0.27544,0.28099,2.5942,1.3837,0.096876,
1.6158,1.5913,0.0054194,0.067392,0.25939,2.4347,1.0745,1.2911,1.466,0.45531,0.50177,1.9481,0.37626,3.6939,0.9337,3.6365,0.035401,1.1045,1.5907,0.0161,1.5538,0.89108,24.613,0.16063,1.0722,0.43372,1.0475,2.3121,0.61984,6.5611,
0.46596,1.0133,0.022469,0.04828,0.0047303,2.7392,0.29031,0.84883,1.0936,2.7961,0.0052642,1.678,0.098272,0.11905,0.45112,0.12323,0.73266,0.48538,1.223,0.040326,0.67723,0.025627,0.11732,0.0069177,1.1134,0.005922,0.2537,2.1034,0.09691,0.093899,
0.17364,0.46573,0.015953,0.023234,0.71098,2.5921,0.35428,0.22856,0.74165,0.1103,5.2744,1.3929,14.753,0.13055,0.0056151,0.022979,0.50593,0.11358,0.86628,0.18255,0.082885,0.056809,0.47822,0.12473,0.81163,1.3866,0.92355,1.9185,1.2832,0.41146,
7.3516,0.0070465,0.0047729,0.0046878,0.014253,0.90269,0.38143,1.3057,0.17883,0.084081,0.92652,0.79251,1.2274,2.5515,11.772,0.2653,0.052769,14.448,0.33187,0.18563,2.0516,0.30895,0.40471,0.018191,0.73167,0.0041069,0.066766,1.6641,0.15359,0.090965,
0.10138,9.1279,0.072782,0.11784,0.15081,0.56305,0.75002,14.372,3.0863,0.81683,0.15779,0.037726,0.00433,0.70463,0.065064,0.27536,0.95647,0.034197,0.72707,0.14618,0.014254,0.1187,2.7288,0.048821,0.7057,0.1779,3.8093,1.1344,0.57157,17.355,
0.60952,0.014863,0.12388,0.0050186,0.17965,1.3926,0.24222,0.027673,1.2708,6.3831,0.48483,6.7415,0.17104,0.24919,0.39291,0.0084931,0.18567,0.44456,0.1956,0.15489,0.22347,0.053522,0.35839,0.0069369,1.8496,0.021587,0.0084596,0.16626,0.054623,0.012104,
