1.9954,6.1408,4.6855,1.9513,9.3354,9.1055,8.6194,1.9279,7.4305,3.4183,4.0711,4.8837,4.4983,6.6092,2.9485,5.1994,3.3668,6.5953,5.9315,8.047,2.0728,6.7623,6.7279,4.8034,7.3889,6.8906,2.4805,8.2693,8.8129,7.3472,
2.8954,7.0408,5.5855,2.8513,8.525,8.6407,7.7194,2.8279,6.6995,4.3183,4.9711,5.7837,5.3983,6.8306,3.8485,6.0994,4.2668,7.4953,6.8315,7.5503,2.9728,7.6489,7.6279,5.7034,7.6854,7.7906,3.3805,7.3693,7.9129,7.4221,
3.7954,7.9408,6.4855,3.7513,7.625,8.4014,8.0448,3.7279,6.638,5.2183,5.8711,6.6837,6.2983,6.9035,4.7485,5.1994,5.1668,8.3953,7.7315,8.4503,3.8728,8.3654,7.9153,6.6034,6.7854,8.5871,4.2805,6.7488,7.6771,8.17,
4.6954,7.2624,7.3855,4.6513,7.4527,8.2936,8.6615,4.5827,7.538,6.1183,6.7711,5.7837,6.0051,6.8633,5.6485,4.2994,6.0668,8.1381,8.443,7.5503,4.7728,7.4654,7.4347,5.7034,5.9821,8.9826,5.1805,6.4991,7.264,7.8913,
5.5954,6.387,7.6166,5.5513,8.3527,7.3936,7.7615,5.4827,6.9929,7.0183,7.5541,5.6175,5.4158,6.8132,6.5485,5.1994,6.091,7.2381,8.0658,6.6503,4.3389,6.5654,6.5347,6.6034,6.8821,8.0826,6.0805,7.3304,6.8542,6.9913,
6.4954,6.674,7.4548,6.4513,8.3943,6.4936,8.6615,6.3827,6.156,7.4464,7.1065,6.5175,5.5565,6.9191,6.3056,6.0994,6.065,7.7393,7.1658,7.5503,5.2389,7.4654,7.4347,6.9136,7.5021,7.1826,5.8942,8.031,6.6258,6.1506,
7.3954,7.5294,6.9994,6.8871,7.4943,6.1824,9.265,7.2827,6.8868,6.5464,6.2065,6.6364,6.305,6.7522,6.1875,6.1399,6.0092,8.5051,6.2658,8.4503,4.3389,8.3654,6.9845,6.0136,6.6021,6.2826,5.7097,7.1415,6.7655,7.0506,
7.4837,6.7863,6.4054,5.9871,6.5943,7.0824,8.365,8.0123,7.3201,5.7959,6.7152,6.816,6.2579,6.8285,7.0875,7.011,5.2617,8.0512,6.3268,8.1933,3.4389,7.4654,6.3051,5.1292,6.1895,6.7106,5.4239,6.2415,6.9357,7.5487,
6.5837,6.2401,7.3054,5.967,6.9672,7.551,7.465,8.1056,7.4655,5.8629,7.2144,6.6789,5.6606,6.9495,6.5216,7.6573,4.7499,7.1512,7.2268,7.2933,4.3389,6.7354,7.2051,6.0292,7.0895,7.4688,6.3239,7.0007,6.9392,7.2147,
5.9917,7.1401,7.2501,5.4399,7.1003,6.651,6.939,7.9119,6.5655,6.7629,6.7455,6.6101,6.2038,6.9091,6.1341,6.7573,5.3384,7.6373,7.4703,7.1285,5.2389,7.6354,7.547,6.9292,7.3356,7.0821,5.6823,7.7135,6.8865,7.0552,
